perms,i=0,i=1,i=2,i=3,i=4,i=5,i=6,i=7,i=8,i=9,i=10,i=11,i=12,i=13,i=14,i=15,i=16,i=17,i=18,i=19,i=20,i=21,i=22,i=23,i=24,i=25,i=26,i=27,i=28,i=29,i=30,i=31,i=32,i=33,i=34,i=35,i=36,i=37,i=38,i=39,i=40,i=41,i=42,i=43,i=44,i=45,i=46,i=47,i=48,i=49,i=50
"[10,5,4,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,196,12724,470735,11416593,196124507,2528431038,25616765323,211688179732,1470381718718,8797261657067,46253435178750,217263918385866,924338987386180,3602928251112276,12991474862353598,43692124540699791,138017862863124942,411978822051100416,1168126336479978515,3160490866367090901,8192142066044731569,20414530072067427686,49059685574773059180,114011215947666801518,256845899590736186650,562151387355584362168,1197695072862528550493,2488422782696162979504,5049937813345978083141,10024581754030905483475,19491368229896421285747,37165612668514557139250,69573766163807096056978,127996316982976056229752,231634942602392474380121,412705552767004330646775,724523564094372624393263,1254183773624637911667872
"[10,5,3,3,2]",0,0,0,0,0,0,0,0,0,0,0,0,0,32,7546,430555,12519401,233423109,3127570420,32281267055,269169266552,1877570326234,11253992625139,59205782647841,278099625876213,1182786938887291,4608251610940696,16608324171306449,55828862623112958,176274927607363987,525951264432195099,1490709113490296981,4031874647633505980,10447569483503479155,26027776717125813868,62533894004177800330,145292444913874451856,327252682853617695337,716123885505167405476,1525504565990845193169,3169063298192669046620,6430408206272098765699,12763508511124214291598,24814316294732277985282,47310961428630677249167,88558509332667419542205,162910827634525268703407,294799844699948863774105,525214689498461835285806,921987067414225525887125,1595920990495984071896568
"[10,5,3,3,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,105,13660,664905,18213586,331169005,4388163397,45068061449,374994075589,2613756035309,15664866473094,82426323027282,387292649206000,1647783591430731,6422201746816496,23153592378555717,77854435542526152,245885798662191267,733826589679775285,2080336576854432332,5627680346653518313,14585105357775905929,36340815719622527983,87323040944165590338,202911023131408407535,457076988860664866821,1000306008993766427414,2131044362155252650124,4427314669134130877339,8984113544234183072835,17833274699416851560818,34672500175649428202803,66109553431796849915555,123751480318943749967676,227659611233414761086332,411981489432122938617864,734007303428307823115055,1288546844427415702191065,2230476065129431530627626
"[10,5,3,2,2,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,162,19324,912663,24703012,447067898,5915484843,60756344798,505852442313,3528814762973,21167203518580,111468114086116,524124889248021,2231347711121882,8701328600393611,31384952308776480,105574523985822932,333547143941070244,995736087507989696,2823538094515052503,7639829511802666306,19803651813392904698,49351579463911001448,118603292427522386075,275630479852595285525,620951962109019727502,1359073255259230178613,2895602371461246836054,6016155438080898289214,12209066775500430193562,24236156856560707336670,47123819563712824701421,89854498097591166067492,168207044360592503130681,309454004079120772073276,560018717518336495891710,997788553225027824811144,1751662303566535647920113,3032205686191516782358565
"[10,5,3,2,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,372,27262,1050076,25911237,449236183,5825570060,59270357315,491367621527,3421712101821,20513883773989,108035143108840,508158005225898,2164356317016979,8444155899303639,30471589314185180,102546621912389011,324108629060434795,967900773686411973,2745467907166170906,7430650426988602659,19266144186427057270,48022466547894671160,115431160308904660488,268303823934155152075,604536520297963561036,1323320381530446516171,2819760791519731245055,5859195923359026609384,11891651915294166209969,23608040699487538648621,45905993748767346695424,87538308155785790197671,163881154169636451724327,301512192764984749286462,545673645587302269630578,972273837492883781641082,1706940244569519689329645,2954900386723357196425082
"[10,5,3,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,2,322,15933,490213,10678797,173470834,2177345080,21805602531,179461448119,1245926560997,7462774223904,39306777994655,184993485732941,788539866260290,3078987520072709,11119686737454404,37448949254576782,118440328919805053,353915665757394044,1004421422467337155,2719757916639480134,7054691348738079462,17590825084085125354,42296524708545552192,98340418571051866382,221634350989166767375,485262211764590462038,1034212711245262711966,2149375646342823839998,4362997344028871796922,8662912891503753111693,16847222421448237094634,32129681315947453215121,60156386026698937576951,110687284604343137637222,200337448653639743576706,356985578917041507311975,626773013973419766835617,1085080679301021344071695
"[10,5,2,2,2,2]",0,0,0,0,0,0,0,0,0,0,0,0,0,52,5035,223573,5910002,105989403,1398673295,14367877073,119787717711,837094948784,5030133447191,26532765011628,124940824163476,532589730729088,2079171846955521,7506496026039514,25271244280929880,79896130799115060,238655134836034703,677082869426915129,1832832397832121444,4752797506521233686,11848082020200832046,28481841545470418637,66207476664515347675,149187609539517158553,326588592895144404581,695937985196219763153,1446157515050177834320,2935192420884033716624,5827322222187783481993,11331603836388993627216,21608842471714127836927,40455019469834131967458,74431571475511871393040,134707945577233967758702,240024681963086498131888,421397491317989333958969,729494708666389081958617
"[10,5,2,2,2,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,201,13885,529311,13027864,225896859,2933501792,29904175881,248422253316,1733264161821,10409155617119,54900863999445,258561995577024,1102458441441213,4305115172877127,15547387359788356,52355957100761509,165567435979100519,494673948912055956,1403714105402363086,3800478924602483816,9856770957001670835,24575092906841917251,59083994593221349294,137359039123384664851,309546511008359626730,677691951594663653644,1444228208081657892671,3001312215299011098550,6091990733401529663436,12095280599800856834374,23521232582062461851051,44855922452670558567985,83980483804326841391754,154518012026876309292331,279659510818805835568322,498316653612011054175146,874889833942448351148232,1514587727974722821086216
"[10,5,2,2,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,4,344,16631,514539,11260846,183575680,2310888484,23199706988,191328779574,1330606132204,7981387373980,42088090414777,198277220061542,845846475088150,3304970977375630,11942506303363642,40238900734749047,127314303352152540,380558923558271176,1080340673160403946,2926035202830434418,7591311698112351211,18932239637870063642,45528877928268990090,105869768403650272918,238631170130314464504,522529038370616702782,1113736096348780841319,2314827346836088509911,4699169686437824605233,9330966162068261194178,18147404336320000642330,34610956728743273453826,64804874919158365885593,119245082884248258915526,215834063805957648539684,384611377134975489783117,675295770496070379028590,1169114078893070862290423
"[10,5,2,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,4,285,10724,272382,5212974,78395720,944147684,9265021038,75564431987,522894047979,3130611772931,16503577849932,77783579777577,332083630017695,1298716332361513,4697155496952482,15840082826453862,50156779335182686,150031244728547439,426181584141193859,1154932618790130976,2997843516047278884,7479698615878092833,17994380548006582630,41857217339355535463,94375012018333235662,206707822079624543007,440689254972616288534,916138523003836089795,1860142223065513280529,3694242959563518142486,7185873497571694311125,13706866449710455512627,25667636886072071163605,47235348076526698845932,85504791746277250825732,152381531424148657777658,267571804457610746994714,463272034613167329716901
"[10,5,1,1,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,90,2964,64193,1077255,14794123,168664152,1606250569,12904002850,88678824127,529548694809,2790443873352,13160092766343,56246401337831,220244791628643,797574944196710,2692828105407079,8535943113174587,25557983383403867,72663435212182636,197065661838293124,511867098703917038,1277884346429056358,3075905368956080375,7158273453755935212,16146316860143111317,35377858467794811989,75447967309081322249,156892153421739485526,318638118992075755885,632960675165726846709,1231459669085602879960,2349411409718556260680,4400267211250322742258,8098890032111133713222,14662493030509129044119,26133835700312691776915,45894402453564752783157,79469345844468699433309
"[10,4,4,4,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,11,2187,126482,3724751,69914901,939627841,9709685931,80982511057,564797702363,3384232581046,17797212986868,83564942470352,355285992790594,1383793682534195,4985868486641853,16755945240944646,52894390487968857,157792224613033973,447161619356172808,1209258604715697873,3133110639214762163,7804632672770288994,18749577339094965186,43559664443451053802,98105730752525358699,214670609053998979424,457271689377195574285,949884443443847828746,1927346469836052121078,3825381344245703262824,7436903676376727102458,14178762898333629757108,26539634743604664704625,48820684157015556584891,88342864599462017126587,157388259952225933169171,276281854488585351895061,478224379344701678230038
"[10,4,4,3,2]",0,0,0,0,0,0,0,0,0,0,0,0,0,22,5372,316560,9354731,175913835,2368733934,24526285575,204952217798,1431909660740,8593190664463,45250898517220,212714213746223,905260645581286,3528793963862347,12723337047492865,42784727016524547,135129681342663633,403288561348924511,1143291663673069789,3092795930357769953,8015457240222900588,19971442268454150102,47988724009469020467,111509386206889556270,251183199773672169333,549704984510548467735,1171075885886241909513,2432926046254883608871,4936963940734317019203,9799688436504864976566,19052984339280247915849,36327790641849250230769,68002095172747739111437,125099396403156919953806,226383334584977508943186,403334000407610958335921,708047727340957039430165,1225625845073675552500303
"[10,4,4,3,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,77,9614,477042,13265668,243352991,3241807856,33409287930,278645771618,1945548138911,11675368782904,61496703089284,289185892807099,1231183187686254,4801085604164589,17316752299127767,58249449358293075,184024840051643407,549351081117660140,1557709587714611291,4214678911680782080,10924840016082046439,27224558170127166270,65425563467237987912,152044182170382861467,342525752328304303874,749672348646660578759,1597208513969918749606,3318458595324972331463,6734339646642388502552,13368170211192498632897,25992304228605757657861,49561059176091945942849,92777299821555492529776,170683187638384834454639,308883376394420110811759,550336227064060597062176,966134903774912064536116,1672414944922964708483825
"[10,4,4,2,2,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,81,10834,537185,14861061,271955627,3621158552,37337696744,311688927277,2178421078050,13085359518029,68983130898650,324637230603919,1383022272371624,5396230189650562,19472706340843794,65528456691534562,207093669498195983,618401693473751780,1753957220691316820,4746715814504199603,12306283388765388923,30672180141362858438,73721446157912238646,171344730811534280892,386048557060519653850,845010546708185658499,1800483682580555247152,3741076711526341790212,7592488669698189951786,15072552837712367598241,29307754859914610417363,55885460703244863163410,104620874651165988921706,192479224700751379801731,348339329269824842522808,620653906623760305640775,1089610559293368465278084,1886203646148999231797655
"[10,4,4,2,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,209,15288,603199,15140415,265278419,3462636210,35379075975,294151042527,2052600233838,12324673824411,64983514480584,305940618825789,1304026647646435,5090639352698818,18379031768985070,61876185467751223,195631238813703888,584386830748213123,1658016710504189201,4488350484151255764,11639366404969408023,29016364310973836507,69755227152387146036,162154243732420603855,365397460628238249566,799915726768099130562,1704603076505702956932,3542231651346743347691,7189617468851723578158,14273989509317438322306,27757107926845747943800,52932236888509197492009,99098378966701588106215,182329208915908507794045,329986956442028503034953,587981396327147404630917,1032294009150103201372806,1787051534283479973141498
"[10,4,4,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,3,180,8486,263325,5802694,95162345,1202653816,12101533344,99926789319,695401734585,4172601737078,22006620136292,103679220228610,442296926519527,1728155368057184,6244510235007603,21039473938882084,66565863090380955,198967640672415098,564817834357340379,1529732414538729731,3968643867322703774,9897323504670209575,23800944649776396516,55344134280142335524,124744100049503012006,273147488719044662599,582188553852116813294,1210027191496130902902,2456367354242844884465,4877473449856613831905,9485916990410775703687,18091528550514534710519,33874001005764305523498,62329943684301705412939,112816837330000331324062,201036055144423256819961,352974996539642422209818,611089837225113853482835
"[10,4,3,3,3]",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1826,120024,3677110,70234159,953605034,9925157026,83239847510,583135641261,3506894133404,18497972093553,87072990564729,370974184794297,1447422443144746,5222781439991486,17573865507892579,55534521900029496,165815826174280324,470257042587841511,1272545283377954276,3298933985503429942,8221689579478897080,19759815323588898380,45923511185790793567,103462751428079051043,226456194291330714273,482495481594526734658,1002500159400051951185,2034498445834944031670,4038748609627769273632,7852910020903460012334,14973940411090515450952,28031466078430263718691,51570628706301340470394,93328219067976226728966,166284810704528131668806,291922556170142371585180,505334291178379890764946
"[10,4,3,3,2,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,59,11005,595179,17013306,315941811,4239207458,43911213367,367681143028,2575350066968,15494889084529,81788933769794,385287374670637,1642728058502922,6413753200712041,23157030815062798,77961704122796988,246479633811568065,736244152588446978,2088748164466213109,5654040491409014561,14661449370339446273,36548291328743633128,87857491516367729864,204225468658503759711,460180541191672903887,1007371503316271473030,2146608614243061756326,4460587933047339933571,9053317250492257687926,17973609174372446080593,34950480581117979772941,66648312301720524377879,124774631214935627488828,229566022343990781296652,415470755082610037501990,740287189310666680129248,1299671503725418888689735,2249890235633842387818135
"[10,4,3,3,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,142,12957,547848,14153163,251440070,3306982941,33946798914,283133681192,1980210790267,11910339346586,62882025296784,296356895768671,1264240027435904,4938696005682775,17840472372786638,60090948492313177,190060573298620362,567930956152138281,1611771070242360764,4364179119134873167,11319615525416153093,28224065749548706109,67860543658607661459,157769956428126513683,355557370806835468643,778449508269218245267,1658999779412168203314,3447723451678806586416,6998256263717314221392,13894878279528169323172,27021289575661380742987,51531422895396594010387,96479786028117127137863,177517862357703125827743,321289834430597157517419,572501676678314392909547,1005144011227664571529000,1740093359209089004464532
"[10,4,3,2,2,2]",0,0,0,0,0,0,0,0,0,0,0,0,0,39,6827,354840,9934609,182770576,2443953061,25300328462,211987938706,1486532789809,8955199091120,47326993823099,223191442400427,952532153290349,3722129420656473,13448579513854344,45304823772690299,143309573716633100,428266602810103499,1215482616915926380,3291306491963404524,8537153864751554405,21286937178968529302,51182378188574065494,118996704384929056761,268179919335811583036,587153624811834114441,1251328691687610742694,2600521943922342609027,5278619651410059432583,10480626099556891343211,20381686737889035368422,38869365056205199544644,72773398212601176645400,133899572959156434838230,242345388951520953820195,431832225152753399756568,758170659034168244620812,1312536961051029055117331
"[10,4,3,2,2,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,202,19334,824915,21310258,378398386,4978502618,51153758320,427155243580,2991083795206,18010495821335,95182431670970,448968550291026,1916668002783883,7492010135089930,27078220643746898,91246429159559611,288710648236049922,862990300023205560,2449813281761569501,6634900615880311029,17212798279901858940,42925496097129097973,103223577259516896099,240017626243672760687,540976632674328455582,1184521817219931144845,2524628283550251110229,5247077677294321880483,10651357344399583933103,21149325601732792972010,41131219077275645605701,78443837246860969388805,146873008221862105786635,270249398651215010264719,489142020339399430169071,871622757262787669784522,1530356354624614241351469,2649403724111207722253869
"[10,4,3,2,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,2,403,22777,751823,17043948,283671629,3616754682,36609453126,303601789755,2119713519298,12751286406131,67387107486556,317993730770010,1358347439149434,5313072576118009,19215210619096741,64788797442794074,205107827456989925,613389211980926734,1742008979422520887,4719731665336833364,12248428088839496280,30554341731239875398,73493695252305516849,170928558384991098954,385335262460663340579,843882518070344343860,1798896868648094727096,3739284859274689708011,7591569186387832158491,15075537545808931835839,29321920556293148557129,55926764594123320047379,104722238351953008540647,192705546672356141405124,348813995456833558200593,621604555204157262027122,1091446501720295275998675,1889644474204005553244071
"[10,4,3,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,4,306,12100,317519,6218752,95125498,1159742924,11479361702,94197346642,654697680964,3932412331561,20780900572239,98126506936126,419547741677053,1642680233991289,5946751956042853,20069323956882288,63588170094837207,190306325988902275,540821415617207502,1466133884110078276,3806794527560442490,9500537781592785279,22861157679545043206,53188201528997245085,119942821544412247133,262746487101805727292,560231081803000025227,1164779724213743999463,2365216618737816276326,4697722650251527802397,9138488412747533380107,17432600463089175233554,32646444580044974698140,60081443777554196320080,108763835149039118557879,193840756808424976887780,340384641943217364270092,589360336806684316922199
